drugname;name_detail
3845;Cumidine
3846;Thonzylamine
3847;Sulfinpyrazone
3848;Eslicarbazepine
3849;Bivalirudin
3850;Magnesium Levulinate
3851;"(2S)-2-Ammonio-3-[5-(2-Methyl-2-Propanyl)-3-Oxido-1,2-Oxazol-4-Yl]Propanoate"
3852;Efonidipine
3853;Cetirizine
3854;Inhibitor Idd 384
3855;Vilobelimab
3856;Cilastatin
3857;Filgrastim
3858;"5-(2-Hydroxyethyl)Nonane-1,9-Diol"
3859;Tridolgosir
3860;Serotonin
3861;C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide
3862;Ri 624
3863;"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9H-Purin-6-Ylamine"
3864;Tifuvirtide
3865;Dalfopristin
3866;Aluminium Phosphate
3867;Histamine
3868;Phenylalanine-N-Sulfonamide
3869;Hydroxyproline
3870;(1R)-2-Amino-1-[3-(Trifluoromethyl)Phenyl]Ethanol
3871;Mebendazole
3872;"(5R)-N,N-Diethyl-5-Methyl-2-[(Thiophen-2-Ylcarbonyl)Amino]-4,5,6,7-Tetrahydro-1-Benzothiophene-3-Carboxamide"
3873;Dexibuprofen
3874;"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)Methyl]Furan-2-Yl}Benzoic Acid"
3875;Piperine
3876;N-[2-(Methylamino)Ethyl]-5-Isoquinolinesulfonamide
3877;1-Phenyl-1H-Pyrazole-4-Carboxylic Acid
3878;"(3S)-3-Hydroxy-1-Methyl-2,3-Dihydro-1H-Indole-5,6-Dione"
3879;Caldaret
3880;Nadolol
3881;Methylumbelliferyl Chitotriose
3882;(R)-Pyridin-4-Yl[4-(2-Pyrrolidin-1-Ylethoxy)Phenyl]Methanol
3883;Irl-1620
3884;2-Nonyl-4-Quinolinol 1-Oxide
3885;1-Acetyl-2-Carboxypiperidine
3886;"3-(Hydroxymethyl)-1-Methyl-5-(2-Methylaziridin-1-Yl)-2-Phenyl-1H-Indole-4,7-Dione"
3887;Calyculin A
3888;Guanidine-3-Propanol
3889;"5-Ethyl-3-Methyl-1,5-Dihydro-4H-Pyrazolo[4,3-C]Quinolin-4-One"
3890;Conivaptan
3891;S-Mercaptocysteine
3892;Methimazole
3893;Atrasentan
3894;Gallium Maltolate
3895;3-[4-(Aminosulfonyl)Phenyl]Propanoic Acid
3896;Tenocyclidine
3897;Elagolix
3898;Bulevirtide
3899;P1-(5'-Adenosyl)P5-(5'-(3'Azido-3'-Deoxythymidyl))Pentaphosphate
3900;Dulaglutide
3901;Arformoterol
3902;Erteberel
3903;Pilaralisib
3904;Trabectedin
3905;Cta018
3906;"(5E,7S)-2-Amino-7-(4-Fluoro-2-Pyridin-3-Ylphenyl)-4-Methyl-7,8-Dihydroquinazolin-5(6H)-One Oxime"
3907;"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose"
3908;Ferric Derisomaltose
3909;Tacrine
3910;"1-[1'-(3-Phenylacryloyl)Spiro[1-Benzofuran-3,4'-Piperidin]-5-Yl]Methanamine"
3911;"2-[(5,6-Diphenylfuro[2,3-D]Pyrimidin-4-Yl)Amino]Ethanol"
3912;Florbetapir (18F)
3913;Crx-119
3914;"5-Quinoxalin-6-Ylmethylene-Thiazolidine-2,4-Dione"
3915;Adenosine-5-Diphosphoribose
3916;Np-50301
3917;Amodiaquine
3918;Sc12267
3919;Kifunensine
3920;"N-[1-(2,6-Dimethoxybenzyl)Piperidin-4-Yl]-4-Sulfanylbutanamide"
3921;Chromous Sulfate
3922;"2-[4-({[(3,5-Dichlorophenyl)Amino]Carbonyl}Amino)Phenoxy]-2-Methylpropanoic Acid"
3923;[N-(Benzyloxycarbonyl)Amino](4-Amidinophenyl)Methane-Phosphonate
3924;Levobetaxolol
3925;Fimasartan
3926;Cra_1144
3927;Guanfacine
3928;Sodium Acetate
3929;"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide"
3930;Testosterone
3931;Carphenazine
3932;13-Acetylphorbol
3933;"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine"
3934;Repinotan
3935;Al6528
3936;Fkb-001
3937;"5-Benzyl-1,3-Thiazol-2-Amine"
3938;(2E)-1-[2-Hydroxy-4-Methoxy-5-(3-Methylbut-2-En-1-Yl)Phenyl]-3-(4-Hydroxyphenyl)Prop-2-En-1-One
3939;Volinanserin
3940;Thiabendazole
3941;Nadh
3942;Protokylol
3943;Damoctocog Alfa Pegol
3944;Inositol Nicotinate
3945;4-Flourobenzenesulfonamide
3946;Heparin
3947;3-Fluoro-N-1H-Indol-5-Yl-5-Morpholin-4-Ylbenzamide
3948;"(5E,14E)-11-Oxoprosta-5,9,12,14-Tetraen-1-Oic Acid"
3949;S-(2-Oxo)Pentadecylcoa
3950;Vernakalant
3951;Gemeprost
3952;Mometasone
3953;Tetrabromo-2-Benzotriazole
3954;Mb-07803
3955;Pibrentasvir
3956;4-Hydroxyphenylpyruvic Acid
3957;2'-Fluoro-2'-Deoxyuridine 3'-Monophosphate
3958;Dovitinib
3959;Levocabastine
3960;Mizolastine
3961;Methyl Alpha-D-Mannoside
3962;"S,S-(2-Hydroxyethyl)Thiocysteine"
3963;Morpholine-4-Carboxylic Acid [1S-(2-Benzyloxy-1R-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide
3964;Ethyl Pyruvate
3965;"(1S)-1,2,3,4-Tetrahydro-Benzo[C]Phenanthrene-2,3,4-Triol"
3966;Levofloxacin
3967;Chlorthalidone
3968;"4-{[(2,6-Difluorophenyl)Carbonyl]Amino}-N-[(3S)-Piperidin-3-Yl]-1H-Pyrazole-3-Carboxamide"
3969;Piritrexim
3970;4-{[5-Chloro-4-(1H-Indol-3-Yl)Pyrimidin-2-Yl]Amino}-N-Ethylpiperidine-1-Carboxamide
3971;Ly374571
3972;"4-Chloro-6-(4-{4-[4-(Methylsulfonyl)Benzyl]Piperazin-1-Yl}-1H-Pyrazol-5-Yl)Benzene-1,3-Diol"
3973;"3-Fluoro-4-[2-Hydroxy-2-(5,5,8,8-Tetramethyl-5,6,7,8,-Tetrahydro-Naphtalen-2-Yl)-Acetylamino]-Benzoic Acid"
3974;6-(Cyclohexylamino)-9-[2-(4-Methylpiperazin-1-Yl)-Ethyl]-9H-Purine-2-Carbonitrile
3975;Cimicoxib
3976;(R)-Tacrine(10)-Hupyridone
3977;4-Guanidinobenzoic Acid
3978;5-Methyl-2-[(Phenylsulfonyl)Amino]Benzoic Acid
3979;Malonate Ion
3980;"3,5-Diiodotyrosine"
3981;Ranitidine
3982;"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(Diaminomethylideneamino)-2-Hydroxyhexan-3-Yl]Carbamoyl]Pyrrolidin-1-Yl]-1-Oxo-3-Phenylpropan-2-Yl]Azanium"
3983;"(4R)-N-[4-({[2-(Dimethylamino)Ethyl]Amino}Carbonyl)-1,3-Thiazol-2-Yl]-4-Methyl-1-Oxo-2,3,4,9-Tetrahydro-1H-Beta-Carboline-6-Carboxamide"
3984;"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid"
3985;Antipyrine
3986;Amifampridine
3987;Nelfinavir
3988;Oxaloacetate Ion
3989;Butyric Acid
3990;D-Erythrose 4-Phosphate
3991;Nelipepimut-S
3992;Medroxyprogesterone Acetate
3993;Tolrestat
3994;Potassium Gluconate
4426;Peldesine
4427;Hypromellose
3995;"1-(2-{[(6-Amino-2-Methylpyridin-3-Yl)Methyl]Amino}Ethyl)-6-Chloro-3-[(2,2-Difluoro-2-Pyridin-2-Ylethyl)Amino]-1,4-Dihydropyrazin-2-Ol"
3996;Zopiclone
3997;Xl228
3998;Trc093
3999;3-Ethyl-2-(4-Hydroxyphenyl)-2H-Indazol-5-Ol
4000;4-(Acetylamino)-N-(4-Fluorophenyl)-1H-Pyrazole-3-Carboxamide
4001;Aluminum Chloride
4002;Podofilox
4003;Oxacillin
4004;Axitinib
4005;Canertinib
4006;Phenylbutyric Acid
4007;Acetic Acid Salicyloyl-Amino-Ester
4008;"4-{[4-(4-Fluoro-3-Methylphenyl)-1,3-Thiazol-2-Yl]Amino}-2-Hydroxybenzoic Acid"
4009;Flutamide
4010;Sri-9439
4011;Levomefolic Acid
4012;Ocrelizumab
4013;Altropane
4014;Abciximab
4015;"(2R,3R,4R,5S)-2-(Hydroxymethyl)-1-Nonylpiperidine-3,4,5-Triol"
4016;Idd552
4017;"N-(3-Chlorophenyl)-N-Methyl-2-Oxo-3-[(3,4,5-Trimethyl-1H-Pyrrol-2-Yl)Methyl]-2H-Indole-5-Sulfonamide"
4018;Epratuzumab
4019;Tezampanel
4020;(2S)-4-Methyl-2-(3-Phenylthioureido)-N-((3S)-Tetrahydro-2-Hydroxy-3-Furanyl)Pentanamide
4021;4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1H-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine
4022;4-(2-Aminoethyl)-2-Cyclohexylphenol
4023;Cetuximab
4024;Plitidepsin
4025;"1,3,3-Trimethyl-2-[(1E,3E)-3-Methylpenta-1,3-Dien-1-Yl]Cyclohexene"
4026;Methyl Nonanoate
4027;Metharbital
4028;Perampanel
4029;Nabumetone
4030;Jaspisamide A
4031;Human Blood Group H Type 1 Trisaccharide
4032;"2,8-Bis[Oxido(Oxo)Vanadio]-1,1,1,3,5,5,7,7,9,9,9-Undecaoxopentavanadoxane-2,8-Diium"
4033;Abx-Pth
4034;2-Chlorodideoxyadenosine
4035;Dacomitinib
4036;[5-Amino-1-(4-Fluorophenyl)-1H-Pyrazol-4-Yl][3-(Piperidin-4-Yloxy)Phenyl]Methanone
4037;Ampicillin
4038;Otenabant
4039;Brimonidine
4040;"(1R)-1,2,2-Trimethylpropyl (R)-Methylphosphinate"
4041;"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate"
4042;3-(7-Diaminomethyl-Naphthalen-2-Yl)-Propionic Acid Ethyl Ester
4043;"(3As)-3A-Hydroxy-7-Methyl-1-Phenyl-1,2,3,3A-Tetrahydro-4H-Pyrrolo[2,3-B]Quinolin-4-One"
4044;Quetiapine
4045;Pipotiazine
4046;Glutethimide
4047;Dodecanesulfonate Ion
4048;"(3-Endo)-8-Methyl-8-Azabicyclo[3.2.1]Oct-3-Yl 1H-Pyrrolo[2,3-B]Pyridine-3-Carboxylate"
4049;Lypressin
4050;Xl820
4051;Ferumoxytol
4052;2-{5-[3-(7-Propyl-3-Trifluoromethylbenzo[D]Isoxazol-6-Yloxy)Propoxy]Indol-1-Yl}Ethanoic Acid
4053;4-(4-Styryl-Phenylcarbamoyl)-Butyric Acid
4054;Desonide
4055;Troglitazone
4056;S-(4-Bromobenzyl)Cysteine
4057;Sphingosine
4058;Hesperetin
4059;Cis-Tetracosenoyl Sulfatide
4060;Sifalimumab
4061;5-Mercapto-2-Nitro-Benzoic Acid
4062;3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate
4063;Dihydromorphine
4064;Phosphonothreonine
4065;Ae-941
4066;"1,1,1-Trifluoro-3-(Octylthio)Acetone"
4067;"5-{4-[(3,5-Difluorobenzyl)Amino]Phenyl}-6-Ethylpyrimidine-2,4-Diamine"
4068;7-Methoxy-8-[1-(Methylsulfonyl)-1H-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide
4069;Ioflupane I-123
4070;Laevulinic Acid
4071;Topotecan
4072;9(S)-Hode
4073;Ticagrelor
4074;Epitestosterone
4075;1-Biphenyl-2-Ylmethanamine
4076;N-(4-Carbamimidoylbenzyl)-1-(4-Methylpentanoyl)-L-Prolinamide
4077;"4-(1H-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1H-Pyrazole"
4078;Ceftriaxone
4079;Zalutumumab
4080;Enrofloxacin
4081;"(2S,3R)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide"
4082;Ritonavir
4083;Etidronic Acid
4084;Dihydroergocryptine
4085;Arginineamide
4086;Racepinephrine
4087;Simeprevir
4088;Volixibat
4089;"Ethyl 3-[(E)-2-Amino-1-Cyanoethenyl]-6,7-Dichloro-1-Methyl-1H-Indole-2-Carboxylate"
4090;N-Butyl Isocyanide
4091;Emtricitabine
4092;(Diaminomethyl-Methyl-Amino)-Acetic Acid
4093;"N(2)-Carbamimidoyl-N-{2-[4-(3-{4-[(5-Carboxyfuran-2-Yl)Methoxy]-2,3-Dichlorophenyl}-1-Methyl-1H-Pyrazol-5-Yl)Piperidin-1-Yl]-2-Oxoethyl}-D-Leucinamide"
4094;Manidipine
4095;"Deoxycytidylyl-3',5'-Guanosine"
4096;Nox-700
4097;4-[(4-Methyl-1-Piperazinyl)Methyl]-N-[3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-Benzamide
4098;Chf 4227
4099;7-Methyl-Guanosine-5'-Triphosphate
4100;Tesevatinib
4101;Nifedipine
4102;Bacitracin
4103;Ferroheme C
4104;Diethyl Phosphonate
4105;Dansylamide
4106;Apraclonidine
4107;Ethynodiol Diacetate
4108;2'-Deoxyguanosine-5'-Diphosphate
4109;N-Methyl-N-[(1R)-1-Methyl-2-Phenylethyl]Prop-2-En-1-Amine
4110;Fedratinib
4111;Gw-3965
4112;Fumaric Acid
4113;Doxorubicin
4114;Talmapimod
4115;"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid"
4116;Interferon Alfa-2A
4117;Glutathione Disulfide
4118;Methoxy Polyethylene Glycol-Epoetin Beta
4119;Guanidine
4120;Rufloxacin
4121;Mexazolam
4122;1-{2-[(4-Chlorophenyl)Amino]-2-Oxoethyl}-N-(1-Isopropylpiperidin-4-Yl)-1H-Indole-2-Carboxamide
4123;Ceftazidime
4124;Drotaverine
4125;Sulfapyridine
4126;"(2R)-4-[(8R)-8-Methyl-2-(Trifluoromethyl)-5,6-Dihydro[1,2,4]Triazolo[1,5-A]Pyrazin-7(8H)-Yl]-4-Oxo-1-(2,4,5-Trifluorophenyl)Butan-2-Amine"
4127;Desmoteplase
4128;"Inositol 1,3,4,5-Tetrakisphosphate"
4129;Zaleplon
4130;Dinor-N(Omega)-Hydroxy-L-Arginine
4131;Esterified Estrogens
4132;Tagraxofusp
4133;"4-[(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Methyl]Phenol"
4134;Montelukast
4135;"(8E,10S,12Z)-10-Hydroxy-6-Oxooctadeca-8,12-Dienoic Acid"
4136;L-Alpha-Glycerophosphorylserine
4137;2'-Deoxy-N-(Naphthalen-1-Ylmethyl)Guanosine 5'-(Dihydrogen Phosphate)
4138;"2-Deoxy-3,4-Bis-O-[3-(4-Hydroxyphenyl)Propanoyl]-L-Threo-Pentaric Acid"
4139;"(1R)-N,6-Dihydroxy-7-Methoxy-2-[(4-Methoxyphenyl)Sulfonyl]-1,2,3,4-Tetrahydroisoquinoline-1-Carboxamide"
4140;Beclomethasone Dipropionate
4141;2-(Ethoxymethyl)-4-(4-Fluorophenyl)-3-[2-(2-Hydroxyphenoxy)Pyrimidin-4-Yl]Isoxazol-5(2H)-One
4142;Difluoro(5-{2-[(5-Octyl-1H-Pyrrol-2-Yl-Kappan)Methylidene]-2H-Pyrrol-5-Yl-Kappan}Pentanoato)Boron
4143;Tnp-470
4144;Technetium Tc-99M Ciprofloxacin
4145;Fludiazepam
4146;3-Oxo-N-[(3S)-2-Oxopyrrolidin-3-Yl]Dodecanamide
4147;N-(3-Cyclopropyl-1H-Pyrazol-5-Yl)-2-(2-Naphthyl)Acetamide
4148;Anakinra
4149;Apalutamide
4150;Potassium
4151;Trimethyllysine
4152;Salmon Calcitonin
4153;Phenyl Salicylate
4154;"Undecylamine-N,N-Dimethyl-N-Oxide"
4155;Niraparib
4156;Efalizumab
4157;Motuporin
4158;[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1H-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester
4159;Estetrol
4160;Cefmetazole
4161;2-Phosphoglycolic Acid
4162;Domoic Acid
4163;Capecitabine
4164;Arotinoid Acid
4165;Fibrinolysin
4166;"3-{[(1R)-1-Phenylethyl]Amino}-4-(Pyridin-4-Ylamino)Cyclobut-3-Ene-1,2-Dione"
4167;"(2S,3S,4R,5S)-2-(4-Amino-4,5-Dihydro-1H-Pyrrolo[3,2-D]Pyrimidin-7-Yl)-5-[(Methylsulfanyl)Methyl]-3,4-Pyrrolidinediol"
4168;Nisoxetine
4169;Teriflunomide
4170;Para-Nitrophenyl 1-Thio-Beta-D-Glucopyranoside
4171;Erythromycin
4172;Tralokinumab
4173;Echinacoside
4174;Veliparib
4175;Dibromotyrosine
4176;"(1S,3R,4S,5S,7S)-4-{[2-(4-Methoxyphenoxy)-2-Methylpropanoyl]Amino}Adamantane-1-Carboxamide"
4177;"5-Fluoro-1-[4-(4-Phenyl-3,6-Dihydropyridin-1(2H)-Yl)Butyl]Quinazoline-2,4(1H,3H)-Dione"
4178;Metoprine
4179;"7-(5-Deoxy-Beta-D-Ribofuranosyl)-5-Iodo-7H-Pyrrolo[2,3-D]Pyrimidin-4-Amine"
4180;Bismuth Subsalicylate
4181;Vintafolide
4182;Arbaclofen Placarbil
4183;Bisegliptin
4184;Pretomanid
4185;1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole
4186;Vincristine
4187;2-({5-Chloro-2-[(2-Methoxy-4-Morpholin-4-Ylphenyl)Amino]Pyrimidin-4-Yl}Amino)-N-Methylbenzamide
4188;Lusutrombopag
4189;Cytidine
4190;7-{[(Cyclohexylamino)Carbonyl]Amino}Heptanoic Acid
4191;"[N-[N-(4-Methoxy-2,3,6-Trimethylphenylsulfonyl)-L-Aspartyl]-D-(4-Amidino-Phenylalanyl)]-Piperidine"
4192;"7-(1-Ethyl-Propyl)-7H-Pyrrolo-[3,2-F]Quinazoline-1,3-Diamine"
4193;"3,6,9,12,15-Pentaoxatricosan-1-Ol"
4194;"2-[3-Chloro-6-[2,2-Difluoro-2-(1-Oxidopyridin-1-Ium-2-Yl)Ethyl]Imino-1-Hydroxypyridin-2-Yl]-N-[(1R)-1-(3-Chlorophenyl)Ethyl]Acetamide"
4195;"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine"
4196;"(3S)-4-{[4-(But-2-Ynyloxy)Phenyl]Sulfonyl}-N-Hydroxy-2,2-Dimethylthiomorpholine-3-Carboxamide"
4197;Betahistine
4198;Nedocromil
4199;N-Oxo-2-[(4-Phenylphenyl)Sulfonylamino]Ethanamide
4200;3'-Oxo-Adenosine
4201;Cholic Acid
4202;"2,5-Dimethoxy-4-Ethylthioamphetamine"
4203;N-Cyclopropyl-4-Methyl-3-[1-(2-Methylphenyl)Phthalazin-6-Yl]Benzamide
4204;S-(Dimethylarsenic)Cysteine
4205;Gallium Citrate Ga-67
4206;Valganciclovir
4207;(1-Methyl-1H-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone
4208;2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
4209;"4-(1,3-Benzodioxol-5-Yloxy)-2-[4-(1H-Imidazol-1-Yl)Phenoxy]-6-Methylpyrimidine"
4210;Adenosine
4211;2-{[4-(4-Pyridin-4-Yl-1H-Pyrazol-3-Yl)Phenoxy]Methyl}Quinoline
4212;(2S)-2-Amino-5-Oxo-5-[(4-Phenylmethoxyphenyl)Amino]Pentanoic Acid
4213;Epirubicin
4214;Abt-510
4215;"(4R)-7,8-Dichloro-1',9-Dimethyl-1-Oxo-1,2,4,9-Tetrahydrospiro[Beta-Carboline-3,4'-Piperidine]-4-Carbonitrile"
4216;Demecarium
4217;Phenylacetic Acid
4218;Mycophenolate Mofetil
4219;Bezafibrate
4220;Minaprine
4221;"4-Amino-2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol"
4222;"3,6,9,12,15-Pentaoxaheptadecane"
4223;Imidafenacin
4224;Lebrikizumab
4225;Phenylephrine
4226;Clocortolone
4227;Farnesol
4228;Voretigene Neparvovec
4229;Isosorbide Dinitrate
4230;5-Hydroxy-N-Propargyl-1(R)-Aminoindan
4231;4-Iodopyrazole
4232;6-{4-[4-(4-Chlorophenyl)Piperidin-4-Yl]Phenyl}-9H-Purine
4233;Phosphomethylphosphonic Acid Guanosyl Ester
4234;Benzoyl-Tyrosine-Alanine-Fluoro-Methyl Ketone
4235;"1,2,3-Trihydroxy-1,2,3,4-Tetrahydrobenzo[A]Pyrene"
4236;2-Deoxy-Glucitol-6-Phosphate
4237;Arginine
4238;4-[3-(4-Chlorophenyl)-1H-Pyrazol-5-Yl]Piperidine
4239;Golimumab
4240;Cefonicid
4241;Dichloroacetic Acid
4242;Saredutant
4243;2-Carboxyethylphosphonic Acid
4244;(3R)-3-Hydroxydodecanoic Acid
4245;Isavuconazonium
4246;"(7R,12R,13R)-13-Formyl-12,14-Dihydroxy-3,5,7-Trimethyltetradeca-2,4-Dienoic Acid"
4247;N-Benzyl-4-[4-(3-Chlorophenyl)-1H-Pyrazol-3-Yl]-1H-Pyrrole-2-Carboxamide
4248;2(S)-Amino-6-Boronohexanoic Acid
4249;"(5R,6S,8S)-8-[3-(Aminomethyl)Phenyl]-6-Hydroxy-5-Isopropyl-3-Oxo-1-Phenyl-2,7-Dioxa-4-Aza-6-Phosphanonan-9-Oic Acid 6-Oxide"
4250;"N-[1-(5-Bromo-2,3-Dimethoxybenzyl)Piperidin-4-Yl]-4-Sulfanylbutanamide"
4251;N-(4-{[(3S)-3-(Dimethylamino)Pyrrolidin-1-Yl]Carbonyl}Phenyl)-5-Fluoro-4-[2-Methyl-1-(1-Methylethyl)-1H-Imidazol-5-Yl]Pyrimidin-2-Amine
4252;Mesoridazine
4253;Finerenone
4254;1-Ethoxycarbonyl-D-Phe-Pro-2(4-Aminobutyl)Hydrazine
4255;Secobarbital
4256;"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene"
4257;Lumefantrine
4258;"4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)-N-[4-(Trifluoromethyl)Phenyl]-2-Pyrimidinamine"
4259;"N~2~,N~2~-Dimethyl-N~1~-(6-Oxo-5,6-Dihydrophenanthridin-2-Yl)Glycinamide"
4260;Ibuprofen
4261;Acetylleucyl-Leucyl-Norleucinal
4262;Berberine
4263;Lanadelumab
4264;"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine"
4265;"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2H)-Naphthalenone"
4266;Robalzotan
4267;2-{[2-Oxo-2-(1-Piperidinyl)Ethyl]Sulfanyl}-6-(Trifluoromethyl)-4(1H)-Pyrimidinone
4268;N-[4-(5-Fluoro-6-Methylpyridin-2-Yl)-5-Quinoxalin-6-Yl-1H-Imidazol-2-Yl]Acetamide
4269;Coa-S-Acetyl 5-Bromotryptamine
4270;"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)Methyl]Furan-2-Yl}-2-(Trifluoromethyl)Benzenesulfonamide"
4271;"Methyl 1-(4-{[(2,4-Diaminopteridin-6-Yl)Methyl]Amino}Benzoyl)Piperidine-4-Carboxylate"
4272;Sp4160
4273;Alverine
4274;Ap1081
4275;Mifepristone
4276;Insulin Detemir
4277;1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine
4278;Somatotropin
4279;Selenocysteine
4280;Teverelix
4281;N-Benzyl-4-[(2R)-Pyrrolidin-2-Ylmethoxy]Aniline
4282;Propiolactone
4283;6-Hydroxydopa Quinone
4284;Brofaromine
4285;Dicoumarol
4286;D-Leucyl-N-(3-Chlorobenzyl)-L-Prolinamide
4287;N-[3-(N'-Hydroxycarboxamido)-2-(2-Methylpropyl)-Propanoyl]-O-Tyrosine-N-Methylamide
4288;N-Acetyl-L-Phenylalanyl-4-[Difluoro(Phosphono)Methyl]-L-Phenylalaninamide
4289;"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-Oxiranyl]Carbonyl}-L-Threonyl-L-Isoleucine"
4290;Vinflunine
4291;Aripiprazole
4292;12-Hydroxydodecanoic Acid
4293;Molsidomine
4294;"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-Diamino-6-Oxohexahydropyrimidin-5-Yl]-1-(2,2,2-Trifluoro-1,1-Dihydroxyethyl)Butyl]Phenyl}Carbonyl)-L-Glutamic Acid"
4295;Tirbanibulin
4296;N-({4-[(2-Aminopyridin-4-Yl)Oxy]-3-Fluorophenyl}Carbamoyl)-2-(4-Fluorophenyl)Acetamide
4297;Trimethoprim
4298;Brequinar
4299;Td-2749
4300;Bevantolol
4301;Acetohydroxamic Acid
4302;Ghavamiol
4303;Tianeptine
4304;"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid"
4305;Sitafloxacin
4306;Elinogrel
4307;Trimetazidine
4308;Micafungin
4309;"(1R)-2-[(Diaminomethylene)Amino]-1-{4-[(4R)-4-(Hydroxymethyl)-1,3,2-Dioxaborolan-2-Yl]Phenyl}Ethyl Nicotinate"
4310;Fexaramine
4311;Tertomotide
4312;P-Anisic Acid
4313;D-Phenylalanyl-N-(3-Fluorobenzyl)-L-Prolinamide
4314;"Tricarbonyl(1,10-Phenanthroline)Rhenium(1+)"
4315;Iodipamide
4316;"4-(6-{[(4-Methylcyclohexyl)Amino]Methyl}-1,4-Dihydroindeno[1,2-C]Pyrazol-3-Yl)Benzoic Acid"
4317;Lithium Succinate
4318;Elacytarabine
4319;Lumichrome
4320;"9-Deazainosine-2',3'-O-Ethylidenephosphonate"
4321;"8,9-Dichloro-2,3,4,5-Tetrahydro-1H-Benzo[C]Azepine"
4322;Sargramostim
4323;Pradefovir Mesylate
4324;Leptin
4325;Fluorouracil
4326;Rituximab
4327;Gamma-Glutamylcysteine
4328;"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone"
4329;5'-Guanylylmethylenebisphosphonate
4330;Tryptophan
4331;{4-[(2R)-Pyrrolidin-2-Ylmethoxy]Phenyl}(4-Thiophen-3-Ylphenyl)Methanone
4332;"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4H-Pyrrolo[1,2-B]Pyrazole"
4333;Ataluren
4334;Quinidine
4335;"N-[5-(1,1-Dioxidoisothiazolidin-2-Yl)-1H-Indazol-3-Yl]-2-(4-Piperidin-1-Ylphenyl)Acetamide"
4336;N-Acetylmethionine
4337;Technetium Tc-99M Arcitumomab
4338;"3H-Pyrazolo[4,3-D]Pyrimidin-7-Ol"
4339;Drotrecogin Alfa
4340;Tripelennamine
4341;Sennosides
4342;N-Methyl(5-(Pyridin-3-Yl)Furan-2-Yl)Methanamine
4343;Plazomicin
4344;3-Cyclohexyl-D-Alanyl-N-(3-Chlorobenzyl)-L-Prolinamide
