drugcategory;category_detail
1383;"['Acids', 'Acids, Noncarboxylic', 'Anions', 'Antianginal Agents', 'Antidotes', 'Cardiovascular Agents', 'Electrolytes', 'Hypotensive Agents', 'Ions', 'Methemoglobinemia Associated Agents', 'Nitrites', 'Nitrogen Compounds', 'Organic Nitrates', 'Vasodilating Agents']"
1384;"['Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Estrogens', 'Thyroxine-Binding Globulin Inducers']"
1385;"['Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antiparasitic Agents', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Lactones', 'Macrolides', 'Polyketides']"
1386;"['Agents Producing Tachycardia', 'Alcohols', 'Amines', 'Amino Alcohols', 'Anticholinergic Agents', 'Benzene Derivatives', 'Benzhydryl Compounds', 'Cholinergic Agents', 'Cresols', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Drugs For Urinary Frequency And Incontinence', 'Drugs That Are Mainly Renally Excreted', 'Genito Urinary System And Sex Hormones', 'Genitourinary Smooth Muscle Relaxants', 'Muscarinic Antagonists', 'Neurotransmitter Agents', 'Phenols', 'Potential Qtc-Prolonging Agents', 'Propanolamines', 'Propanols', 'Qtc Prolonging Agents', 'Urological Agents', 'Urologicals']"
1387;['Hemostatics']
1388;"['Amino Acids, Peptides, And Proteins', 'Biological Factors', 'Blood Coagulation Factors', 'Blood Proteins', 'Enzyme Precursors', 'Enzymes And Coenzymes', 'Increased Coagulation Activity', 'Proteins', 'Prothrombin, Agonists']"
1389;"['Agents That Reduce Seizure Threshold', 'Amines', 'Anticholinergic Agents', 'Antidepressive Agents', 'Antidepressive Agents, Second-Generation', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Chemically-Induced Disorders', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Strong)', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strong)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Enzyme Inhibitors', 'Highest Risk Qtc-Prolonging Agents', 'Hypoglycemia-Associated Agents', 'Membrane Transport Modulators', 'Nervous System', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'Nicotinic Antagonists', 'P-Glycoprotein Inhibitors', 'Propylamines', 'Psychoanaleptics', 'Psychotropic Drugs', 'Qtc Prolonging Agents', 'Selective Serotonin Reuptake Inhibitors', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin 5-Ht2 Receptor Antagonists', 'Serotonin 5-Ht2C Receptor Antagonists', 'Serotonin Agents', 'Serotonin Modulators', 'Serotonin Receptor Antagonists', 'Vasodilating Agents']"
1390;"['Anti-Anxiety Agents', 'Benzazepines', 'Benzodiazepine Hypnotics And Sedatives', 'Benzodiazepines And Benzodiazepine Derivatives', 'Benzodiazepinones', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp2A6 Substrates', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2E1 Inhibitors', 'Cytochrome P-450 Cyp2E1 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Gaba Agents', 'Gaba Modulators', 'Heterocyclic Compounds, Fused-Ring', 'Hypnotics And Sedatives', 'Muscle Relaxants', 'Muscle Relaxants, Centrally Acting Agents', 'Nervous System', 'Neurotransmitter Agents', 'Psycholeptics', 'Psychotropic Drugs', 'Tranquilizing Agents', 'Ugt1A1 Inhibitors', 'Ugt1A3 Inhibitors', 'Ugt2B7 Inhibitors']"
1391;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Antibodies, Monoclonal, Murine-Derived', 'Antineoplastic Agents', 'Antineoplastic Agents, Immunological', 'Antirheumatic Agents', 'Biologics For Rheumatoid Arthritis Treatment', 'Blood Proteins', 'Cancer Immunotherapy', 'Cd20-Directed Antibody Interactions', 'Cd20-Directed Cytolytic Antibody', 'Globulins', 'Immunoglobulins', 'Immunologic Factors', 'Immunoproteins', 'Immunosuppressive Agents', 'Immunotherapy', 'Myelosuppressive Agents', 'Narrow Therapeutic Index Drugs', 'Proteins', 'Serum Globulins']"
1392;"['Alimentary Tract And Metabolism', 'Bone Density Conservation Agents', 'Calcium-Regulating Hormones And Agents', 'Cholecalciferol, Antagonists & Inhibitors', 'Cholestanes', 'Cholestenes', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Diet, Food, And Nutrition', 'Drugs Affecting Bone Structure And Mineralization', 'Drugs For Treatment Of Bone Diseases', 'Food', 'Fused-Ring Compounds', 'Growth Substances', 'Lipids', 'Membrane Lipids', 'Micronutrients', 'Musculo-Skeletal System', 'Physiological Phenomena', 'Secosteroids', 'Steroids', 'Sterols', 'Vitamin D And Analogues', 'Vitamins', 'Vitamins (Fat Soluble)']"
1393;"['Agents Causing Hyperkalemia', 'Agents That Produce Hypertension', 'Anti-Inflammatory Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)', 'Autacoids', 'Biological Factors', 'Diet, Food, And Nutrition', 'Dietary Fats', 'Dietary Fats, Unsaturated', 'Dietary Supplements', 'Eicosanoids', 'Fats', 'Fatty Acids', 'Fatty Acids, Omega-3', 'Fatty Acids, Unsaturated', 'Fish Oils', 'Food', 'Hypolipidemic Agents', 'Inflammation Mediators', 'Lipids', 'Nephrotoxic Agents', 'Non Cox-2 Selective Nsaids', 'Oils', 'Physiological Phenomena', 'Supplements']"
1394;"['Acids, Carbocyclic', 'Antioxidants', 'Cinnamates', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Protective Agents']"
1395;"['Amino Acids, Peptides, And Proteins', 'Bradycardia-Causing Agents', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Weak)', 'Cytochrome P-450 Enzyme Inhibitors', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Hyperglycemia-Associated Agents', 'Hypoglycemia-Associated Agents', 'Hypothalamic Hormones', 'Nerve Tissue Proteins', 'Neuropeptides', 'Pancreatic Hormones', 'Peptide Hormones', 'Peptides', 'Pituitary And Hypothalamic Hormones And Analogues', 'Pituitary Hormone Release Inhibiting Hormones', 'Potential Qtc-Prolonging Agents', 'Proteins', 'Qtc Prolonging Agents', 'Somatostatin Agonists', 'Somatostatin And Analogues', 'Somatostatin Receptor Agonists', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins']"
1396;"['Benzopyrans', 'Chromones', 'Estrogens', 'Estrogens, Non-Steroidal', 'Flavonoids', 'Heterocyclic Compounds, Fused-Ring', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Isoflavones', 'Phytoestrogens', 'Pyrans']"
1420;"['Alimentary Tract And Metabolism', 'Amino Acids, Peptides, And Proteins', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents', 'Antiinfectives For Systemic Use', 'Antimicrobial Cationic Peptides', 'Intestinal Antiinfectives', 'Lipopeptides', 'Neurotoxic Agents', 'Ophthalmological And Otological Preparations', 'Ophthalmologicals', 'Otologicals', 'Peptides', 'Peptides, Cyclic', 'Polymyxin-Class Antibacterial', 'Polymyxins', 'Pore Forming Cytotoxic Proteins', 'Proteins', 'Sensory Organs']"
1421;"['Adrenergic Agents', 'Adrenergic Uptake Inhibitors', 'Agents That Produce Hypertension', 'Agents That Reduce Seizure Threshold', 'Antidepressive Agents', 'Antidepressive Agents, Tricyclic', 'Benzocycloheptenes', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Combined Inhibitors Of Serotonin/Norepinephrine Reuptake', 'Dibenzocycloheptenes', 'Membrane Transport Modulators', 'Narrow Therapeutic Index Drugs', 'Nervous System', 'Neurotoxic Agents', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'Non-Selective Monoamine Reuptake Inhibitors', 'P-Glycoprotein Inhibitors', 'Potential Qtc-Prolonging Agents', 'Psychoanaleptics', 'Psychotropic Drugs', 'Qtc Prolonging Agents', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin Agents', 'Serotonin Modulators']"
1422;"['Agents Producing Tachycardia', 'Amines', 'Aminoalkyl Ethers', 'Anesthetics', 'Anesthetics, Local', 'Anti-Allergic Agents', 'Anticholinergic Agents', 'Antiemetics', 'Antihistamines For Systemic Use', 'Antihistamines For Topical Use', 'Antipruritics, Incl. Antihistamines, Anesthetics, Etc.', 'Benzene Derivatives', 'Benzhydryl Compounds', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Dermatologicals', 'Drugs Causing Inadvertant Photosensitivity', 'Ethanolamine Derivatives', 'Ethylamines', 'First Generation Antihistamines', 'Gastrointestinal Agents', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Hypnotics And Sedatives', 'Muscarinic Antagonists', 'Oct2 Inhibitors', 'Photosensitizing Agents', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Sleep Aids, Pharmaceutical']"
1498;"['Amino Acids, Peptides, And Proteins', 'Anterior Pituitary Lobe Hormones And Analogues', 'Diagnostic Agents', 'Growth Hormone-Releasing Hormone', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Hypothalamic Hormones', 'Nerve Tissue Proteins', 'Neuropeptides', 'Peptide Hormones', 'Peptides', 'Pituitary And Hypothalamic Hormones And Analogues', 'Pituitary Hormone-Releasing Hormones', 'Somatropin And Somatropin Agonists', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins', 'Tests For Pituitary Function']"
1499;"['Anti-Allergic Agents', 'Antihistamines For Systemic Use', 'Bronchodilator Agents', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Neurotransmitter Agents', 'Phenothiazine Derivatives', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Sulfur Compounds']"
1397;"['Agents Producing Tachycardia', 'Anticholinergic Agents', 'Antidepressive Agents', 'Antidepressive Agents, Second-Generation', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2B6 Inhibitors', 'Cytochrome P-450 Cyp2B6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strong)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs Causing Inadvertant Photosensitivity', 'Enzyme Inhibitors', 'Hypoglycemia-Associated Agents', 'Membrane Transport Modulators', 'Muscarinic Antagonists', 'Nervous System', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'P-Glycoprotein Inhibitors', 'Photosensitizing Agents', 'Piperidines', 'Psychoanaleptics', 'Psychotropic Drugs', 'Selective Serotonin Reuptake Inhibitors', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin Agents', 'Serotonin Modulators']"
1398;"['Amino Acids, Peptides, And Proteins', 'Haptens', 'Oligopeptides', 'Peptides']"
1399;"['Amino Acids', 'Amino Acids, Peptides, And Proteins', 'Excitatory Amino Acid Agents', 'Excitatory Amino Acid Agonists', 'Neurotransmitter Agents', 'Oxadiazoles', 'Oxazoles']"
1400;"['Anesthetics', 'Anesthetics, General', 'Nervous System', 'Opioid Anesthetics', 'Piperidines']"
1401;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Blood Proteins', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Proteins', 'Radiation-Sensitizing Agents', 'Receptor, Igf Type 1', 'Serum Globulins']"
1402;"['Heterocyclic Compounds, Fused-Ring', 'Protein Kinase Inhibitors']"
1403;"['Carbohydrates', 'Deoxyribonucleosides', 'Deoxyuridine', 'Glycosides', 'Nucleic Acids, Nucleotides, And Nucleosides', 'Nucleosides', 'Nucleotides', 'Pyrimidine Nucleosides', 'Pyrimidines', 'Ribonucleosides']"
1404;"['Agents That Produce Hypertension', 'Agents That Reduce Seizure Threshold', 'Antidepressive Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Drugs Causing Inadvertant Photosensitivity', 'Enzyme Inhibitors', 'Hypotensive Agents', 'Isoxazoles', 'Monoamine Oxidase A Inhibitors  For Interaction With Monoamine Oxidase A Substrates', 'Monoamine Oxidase Inhibitors', 'Monoamine Oxidase Inhibitors, Non-Selective', 'Nervous System', 'Photosensitizing Agents', 'Psychoanaleptics', 'Psychotropic Drugs', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin Agents', 'Serotonin Modulators']"
1405;"['Acids', 'Acids, Noncarboxylic', 'Amines', 'Aniline Compounds', 'Arylsulfonates', 'Arylsulfonic Acids', 'Coloring Agents', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Fluorescent Dyes', 'Indicators And Reagents', 'Laboratory Chemicals', 'Luminescent Agents', 'Naphthalenes', 'Naphthalenesulfonates', 'Sulfonic Acids', 'Sulfur Acids', 'Sulfur Compounds']"
1406;"['Agents That Reduce Seizure Threshold', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Moderate Risk Qtc-Prolonging Agents', 'Neurotransmitter Agents', 'Oct1 Inhibitors', 'Oct1 Substrates', 'Oct2 Inhibitors', 'Pyridines', 'Qtc Prolonging Agents', 'Stereoisomerism']"
1407;"['Antioxidants', 'Benzene Derivatives', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Depigmenting Agents', 'Dermatologicals', 'Melanin Synthesis Inhibitor', 'Melanin Synthesis Inhibitors', 'Mutagens', 'Noxae', 'Phenols', 'Protective Agents', 'Radiation-Protective Agents', 'Toxic Actions']"
1408;"['Amino Acids, Peptides, And Proteins', 'Cardiovascular Agents', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Moderate Risk Qtc-Prolonging Agents', 'Nerve Tissue Proteins', 'Neuropeptides', 'Oligopeptides', 'Peptide Hormones', 'Peptides', 'Pituitary And Hypothalamic Hormones And Analogues', 'Pituitary Hormones', 'Pituitary Hormones, Posterior', 'Posterior Pituitary Lobe Hormones', 'Proteins', 'Qtc Prolonging Agents', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins', 'Vasoconstrictor Agents', 'Vasopressin And Analogues', 'Vasopressins']"
1409;"['Adrenergic Agents', 'Adrenergic Alpha-1 Receptor Antagonists', 'Adrenergic Alpha-Antagonists', 'Adrenergic Antagonists', 'Antiadrenergic Agents, Peripherally Acting', 'Antihypertensive Agents', 'Antihypertensive Agents Indicated For Hypertension', 'Cardiovascular Agents', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A4 Substrates (Strength Unknown)', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Hypotensive Agents', 'Neurotransmitter Agents', 'Oct1 Inhibitors', 'P-Glycoprotein Inhibitors', 'Peripheral Alpha-1 Blockers', 'Quinazolines']"
1410;"['Agents Used To Treat Hypothyroidism', 'Amino Acids, Peptides, And Proteins', 'Anterior Pituitary Lobe Hormones And Analogues', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Peptide Hormones', 'Peptides', 'Pituitary And Hypothalamic Hormones And Analogues', 'Pituitary Hormones', 'Pituitary Hormones, Anterior', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins', 'Thyroid Products']"
1411;"['Anthelmintics', 'Anti-Infective Agents', 'Antihelminthic', 'Antiparasitic Agents', 'Antiparasitic Products, Insecticides And Repellents', 'Antitrematodals', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Cyp3A7 Substrates', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Isoquinolines', 'Quinoline Derivatives And Related Substances']"
1412;"['Anti-Dyskinesia Agents', 'Anti-Parkinson Agents (Dopamine Agonist)', 'Anti-Parkinson Drugs', 'Central Nervous System Agents', 'Dopamine Agents', 'Dopamine Agonists', 'Nervous System', 'Neurotransmitter Agents', 'Nonergot-Derivative Dopamine Receptor Agonists', 'Piperazines']"
1507;"['Antianemic Preparations', 'Blood And Blood Forming Organs', 'Corrinoids', 'Heterocyclic Compounds, Fused-Ring', 'Vitamin B Complex', 'Vitamin B12 And Folic Acid', 'Vitamins']"
1423;"['Alimentary Tract And Metabolism', 'Alkaloids', 'Analgesics', 'Antidotes', 'Central Nervous System Agents', 'Cytochrome P-450 Cyp2C18 Substrates', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs For Constipation', 'Drugs That Are Mainly Renally Excreted', 'Heterocyclic Compounds, Fused-Ring', 'Morphinans', 'Natural Opium Alkaloids', 'Nervous System', 'Opiate Alkaloids', 'Opiate Antagonists', 'Opioid Antagonists', 'P-Glycoprotein Substrates', 'Peripheral Nervous System Agents', 'Peripheral Opioid Receptor Antagonists', 'Phenanthrenes', 'Sensory System Agents', 'Ugt1A1 Substrates']"
1424;"['Amino Acids, Peptides, And Proteins', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Natriuretic Peptides', 'Peptide Hormones', 'Peptides']"
1425;"['Amides', 'Antiplatelet Agents', 'Hematologic Agents', 'Heterocyclic Compounds, Fused-Ring', 'Indoles', 'Receptors, Thromboxane, Antagonists & Inhibitors', 'Sulfones', 'Sulfur Compounds']"
1426;"['Heterocyclic Compounds, Fused-Ring', 'Receptors, Vasopressin, Agonists']"
1427;"['Antivertigo Preparations', 'Histamine Agents', 'Histamine Agonists', 'Histamine Antagonists', 'Miscellaneous Central Nervous System Agents', 'Miscellaneous Therapeutic Agents', 'Nervous System', 'Neurotransmitter Agents', 'Pyridines', 'Vasodilating Agents']"
