model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB02746;P37231;[];23843199;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;P19793;[];23843199;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;P28702;[];23843199;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;P48443;[];23843199;target;unknown;;CHEMBL1045
drug.Drug_Protein;DB02746;O94956;[];12724351;transporter;unknown;inhibitor;CHEMBL1045
drug.Drug_Protein;DB02750;Q7Z2Z2;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02750;Q01650;[];12117417;transporter;unknown;;None
drug.Drug_Protein;DB02750;Q9UHI5;[];12117417;transporter;unknown;;None
drug.Drug_Protein;DB02751;Q14353;[];17139284|17016423|10592235;target;unknown;;CHEMBL281593
drug.Drug_Protein;DB02754;P08238;[];17139284|17016423|10592235;target;unknown;;CHEMBL113690
drug.Drug_Protein;DB02754;P07900;[];10592235;target;unknown;;CHEMBL113690
drug.Drug_Protein;DB02755;P20645;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02757;P00326;[];17139284|17016423|10592235;target;unknown;;CHEMBL15967
drug.Drug_Protein;DB02757;P03372;[];17909483;target;unknown;;CHEMBL15967
drug.Drug_Protein;DB02757;Q92731;[];17909483;target;unknown;;CHEMBL15967
drug.Drug_Protein;DB02758;Q9NZK7;[];10592235;target;unknown;;CHEMBL207225
drug.Drug_Protein;DB02759;P61626;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02761;Q16762;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02762;P12931;[];10592235;target;unknown;;CHEMBL149603
drug.Drug_Protein;DB02763;P29460;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02767;Q9Y6Y9;[];10592235;target;unknown;;CHEMBL1232858
drug.Drug_Protein;DB02767;O00206;[];10592235;target;unknown;;CHEMBL1232858
drug.Drug_Protein;DB02772;O00244;[];;target;unknown;;CHEMBL253582
drug.Drug_Protein;DB02772;Q9Y3I0;[];10592235;target;unknown;;CHEMBL253582
drug.Drug_Protein;DB02772;P68133;[];17139284|17016423|10592235;target;unknown;;CHEMBL253582
drug.Drug_Protein;DB02772;P61626;[];17139284|17016423|10592235;target;unknown;;CHEMBL253582
drug.Drug_Protein;DB02772;Q8TE23;[];20173092;target;unknown;;CHEMBL253582
drug.Drug_Protein;DB02773;P23219;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02774;P84077;[];17139284|17016423|10592235;target;unknown;;CHEMBL379652
drug.Drug_Protein;DB02776;P15090;[];17139284|17016423|10592235;carrier;unknown;;CHEMBL1208309
drug.Drug_Protein;DB02778;P09467;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02779;Q06124;[];17139284|17016423|10592235;target;unknown;;CHEMBL1180004
drug.Drug_Protein;DB02783;P00505;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02784;P18031;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02789;O00204;[];17139284|17016423|10592235;target;unknown;;CHEMBL253363
drug.Drug_Protein;DB02789;O75469;[];16054614;target;unknown;;CHEMBL253363
drug.Drug_Protein;DB02789;P08684;[];18048490|17438109;enzyme;no;substrate;CHEMBL253363
drug.Drug_Protein;DB02789;Q3KNW5;[];17491011;transporter;unknown;;CHEMBL253363
drug.Drug_Protein;DB02795;P04054;[];17139284|17016423|10592235;target;unknown;;CHEMBL21932
drug.Drug_Protein;DB02795;Q9NZK7;[];17139284|17016423|10592235;target;unknown;;CHEMBL21932
drug.Drug_Protein;DB02796;P00491;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02800;P34896;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02803;P00797;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02805;P07998;[];17139284|17016423|10592235;target;unknown;;CHEMBL460901
drug.Drug_Protein;DB02811;P06276;[];;target;unknown;;None
drug.Drug_Protein;DB02812;P07477;[];12930148;target;unknown;inhibitor;CHEMBL256892
drug.Drug_Protein;DB02813;P07686;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02818;P42262;[];17139284|17016423|10592235;target;unknown;;CHEMBL121915
drug.Drug_Protein;DB02820;Q99714;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02821;P04181;[];17139284|17016423|11752352;target;unknown;inhibitor;CHEMBL1231652
drug.Drug_Protein;DB02822;P00326;[];17139284|17016423|10592235;target;unknown;;CHEMBL184410
drug.Drug_Protein;DB02824;P34896;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02824;P11926;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02825;P22303;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02827;P18031;[];17139284|17016423|10592235;target;unknown;;CHEMBL577144
drug.Drug_Protein;DB02830;P00813;[];10592235;target;unknown;;CHEMBL125386
drug.Drug_Protein;DB02831;Q7Z4W1;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02833;P24941;[];17139284|17016423|10592235;target;unknown;;CHEMBL298445
drug.Drug_Protein;DB02833;P20248;[];10592235;target;unknown;;CHEMBL298445
drug.Drug_Protein;DB02834;P15121;[];17139284|17016423|10592235;target;unknown;;CHEMBL399598
drug.Drug_Protein;DB02835;P36871;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02837;P11226;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02838;P14920;[];17139284|17016423|10592235;target;unknown;;CHEMBL18591
drug.Drug_Protein;DB02840;P07900;[];17139284|17016423|10592235;target;unknown;;CHEMBL178130
drug.Drug_Protein;DB02843;P11217;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02845;P06276;[];;target;unknown;;None
drug.Drug_Protein;DB02845;P22303;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02845;P06276;[];3726876;enzyme;unknown;inhibitor;None
drug.Drug_Protein;DB02846;P08758;[];17139284|17016423|10592235;target;unknown;;CHEMBL1235440
drug.Drug_Protein;DB02848;P09467;[];10592235;target;unknown;;CHEMBL123678
drug.Drug_Protein;DB02850;P32754;[];17139284|17016423|10592235;target;unknown;;CHEMBL1230604
drug.Drug_Protein;DB02852;Q13002;[];17139284|17016423|10592235;target;unknown;;CHEMBL1232313
drug.Drug_Protein;DB02853;Q7Z2H8;[];14718599;transporter;unknown;;CHEMBL80257
drug.Drug_Protein;DB02854;Q06520;[];17139284|17016423|10592235;target;unknown;;CHEMBL85799
drug.Drug_Protein;DB02854;Q8NBQ5;[];10592235;target;unknown;;CHEMBL85799
drug.Drug_Protein;DB02854;P01859;[];10592235;target;unknown;;CHEMBL85799
drug.Drug_Protein;DB02855;P07858;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02857;P00491;[];17139284|17016423;target;unknown;;CHEMBL375655
drug.Drug_Protein;DB02859;O00763;[];17139284|17016423|10592235;target;unknown;;CHEMBL1235782
drug.Drug_Protein;DB02860;P36873;[];17139284|17016423;target;unknown;;CHEMBL430266
drug.Drug_Protein;DB02861;P00918;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02866;P00918;[];17139284|17016423|10592235;target;unknown;;CHEMBL119489
drug.Drug_Protein;DB02868;P0DP23;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02869;O60911;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02869;P43235;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02871;P00326;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02872;Q00987;[];17139284|17016423;target;unknown;;CHEMBL407632
drug.Drug_Protein;DB02873;Q16539;[];17139284|17016423|10592235;target;unknown;;CHEMBL94417
drug.Drug_Protein;DB02875;P07477;[];10592235;target;unknown;;CHEMBL92277
drug.Drug_Protein;DB02877;P10826;[];15546741|10592235;target;unknown;;CHEMBL275311
drug.Drug_Protein;DB02878;P13716;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02884;P08048;[];;target;unknown;;CHEMBL383208
drug.Drug_Protein;DB02887;P15531;[];17139284|17016423|10592235;target;unknown;;CHEMBL485652
drug.Drug_Protein;DB02888;P62942;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02889;P04746;[];;target;unknown;;CHEMBL1230193
drug.Drug_Protein;DB02890;P11172;[];17139284|17016423|10592235;target;unknown;;CHEMBL383923
drug.Drug_Protein;DB02893;P50579;[];16540317;target;unknown;;CHEMBL1234268
drug.Drug_Protein;DB02894;P00918;[];17139284|17016423;target;unknown;;CHEMBL417656
drug.Drug_Protein;DB02895;P00390;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02898;P24941;[];17139284|17016423;target;unknown;;CHEMBL271591
drug.Drug_Protein;DB02900;P11717;[];17139284|17016423|10592235;target;unknown;;CHEMBL402001
drug.Drug_Protein;DB02900;P20645;[];17139284|17016423|10592235;target;unknown;;CHEMBL402001
drug.Drug_Protein;DB02901;P14061;['A14AA01', 'G03BB02'];;target;unknown;;CHEMBL27769
drug.Drug_Protein;DB02901;P10275;['A14AA01', 'G03BB02'];17591767|10592235;target;unknown;;CHEMBL27769
drug.Drug_Protein;DB02901;P03372;['A14AA01', 'G03BB02'];12676605;target;unknown;;CHEMBL27769
drug.Drug_Protein;DB02901;P08235;['A14AA01', 'G03BB02'];17105867;target;unknown;;CHEMBL27769
drug.Drug_Protein;DB02901;P04278;['A14AA01', 'G03BB02'];14622020|12957668;carrier;unknown;;CHEMBL27769
drug.Drug_Protein;DB02901;P05108;['A14AA01', 'G03BB02'];16103457;enzyme;unknown;substrate;CHEMBL27769
drug.Drug_Protein;DB02901;P05093;['A14AA01', 'G03BB02'];16630558;enzyme;unknown;substrate;CHEMBL27769
drug.Drug_Protein;DB02901;P11511;['A14AA01', 'G03BB02'];16103457;enzyme;unknown;substrate;CHEMBL27769
drug.Drug_Protein;DB02901;P08183;['A14AA01', 'G03BB02'];14991868;transporter;unknown;substrate;CHEMBL27769
drug.Drug_Protein;DB02902;P49888;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02908;P12931;[];17139284|17016423|10592235;target;unknown;;CHEMBL148732
drug.Drug_Protein;DB02910;P30084;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02910;P42126;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02910;P11310;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02911;P29474;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02915;P24941;[];17139284|17016423|10592235;target;unknown;;CHEMBL48109
drug.Drug_Protein;DB02915;P20248;[];10592235;target;unknown;;CHEMBL48109
drug.Drug_Protein;DB02917;Q9BY41;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02918;Q08499;[];10592235;target;unknown;;CHEMBL313842
drug.Drug_Protein;DB02919;P00374;[];17139284|17016423|10592235;target;unknown;;CHEMBL32190
drug.Drug_Protein;DB02924;Q8WX39;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02925;Q13621;['C03CA03', 'G01AE10'];11752352;target;unknown;inhibitor;CHEMBL349803
drug.Drug_Protein;DB02929;P08758;[];10592235;target;unknown;;CHEMBL1233797
drug.Drug_Protein;DB02930;Q10588;[];17139284|17016423;target;unknown;;CHEMBL131890
drug.Drug_Protein;DB02930;P17600;[];17139284|17016423|10592235;target;unknown;;CHEMBL131890
drug.Drug_Protein;DB02930;O14874;[];17139284|17016423|10592235;target;unknown;;CHEMBL131890
drug.Drug_Protein;DB02930;P16118;[];17139284|17016423;target;unknown;;CHEMBL131890
drug.Drug_Protein;DB02930;P54278;[];;target;unknown;;CHEMBL131890
drug.Drug_Protein;DB02931;Q16613;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02932;P10275;[];10592235;target;unknown;;CHEMBL63560
drug.Drug_Protein;DB02933;Q13126;[];17139284|17016423|10592235;target;unknown;;CHEMBL551561
drug.Drug_Protein;DB02935;P14625;[];17139284|17016423|10592235;target;unknown;;CHEMBL1234162
drug.Drug_Protein;DB02936;P14555;[];17139284|17016423|10592235;target;unknown;;CHEMBL356752
drug.Drug_Protein;DB02938;P04054;[];10592235;target;unknown;;CHEMBL320358
drug.Drug_Protein;DB02942;Q15075;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02943;P08263;[];;target;unknown;;None
drug.Drug_Protein;DB02943;P08263;[];10592235;enzyme;unknown;ligand;None
drug.Drug_Protein;DB02950;Q00535;[];11752352;target;unknown;inhibitor;None
drug.Drug_Protein;DB02950;P06493;[];11752352;target;unknown;;None
drug.Drug_Protein;DB02950;P24941;[];17139284|17016423|10592235|11752352;target;unknown;inhibitor;None
drug.Drug_Protein;DB02952;P06850;[];10592235;target;unknown;;CHEMBL1230906
drug.Drug_Protein;DB02952;P01303;[];10592235;target;unknown;;CHEMBL1230906
drug.Drug_Protein;DB02952;Q8TF71;[];11827462;transporter;unknown;substrate;CHEMBL1230906
drug.Drug_Protein;DB02953;P22894;[];17139284|17016423|10592235;target;unknown;;CHEMBL90403
drug.Drug_Protein;DB02955;P21554;[];16406364;target;unknown;;CHEMBL3186422
drug.Drug_Protein;DB02955;P34972;[];16406364;target;unknown;;CHEMBL3186422
drug.Drug_Protein;DB02955;Q8NER1;[];16406364;target;unknown;;CHEMBL3186422
drug.Drug_Protein;DB02963;P24941;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02964;P11217;[];17139284|17016423|10592235;target;unknown;;CHEMBL489798
drug.Drug_Protein;DB02966;P42262;[];17139284|17016423|10592235;target;unknown;;CHEMBL123132
drug.Drug_Protein;DB02967;Q05315;[];17139284|17016423;target;unknown;;CHEMBL8211
drug.Drug_Protein;DB02973;P24941;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02974;P20813;[];17139284|17016423|10592235;target;unknown;;CHEMBL1231913
drug.Drug_Protein;DB02977;P18031;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02979;P29474;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02983;Q05315;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB02983;Q92731;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02984;Q16539;[];17139284|17016423|10592235;target;unknown;;CHEMBL29641
drug.Drug_Protein;DB02986;P00918;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02987;P00973;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02987;P07998;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB02988;P14920;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02989;P07477;[];17139284|17016423|10592235;target;unknown;;CHEMBL62492
drug.Drug_Protein;DB02991;P29475;[];10592235;target;unknown;;CHEMBL323542
drug.Drug_Protein;DB02994;P29474;[];17139284|17016423|10592235;target;unknown;;CHEMBL1231644
drug.Drug_Protein;DB02994;P15121;[];17139284|17016423;target;unknown;;CHEMBL1231644
drug.Drug_Protein;DB02994;P11488;[];17139284|17016423|10592235;target;unknown;;CHEMBL1231644
drug.Drug_Protein;DB02996;Q9UKQ2;[];10592235;target;unknown;;None
drug.Drug_Protein;DB02998;P06401;[];17139284|17016423|10592235;target;unknown;;CHEMBL166444
drug.Drug_Protein;DB02998;P10275;[];10592235;target;unknown;;CHEMBL166444
drug.Drug_Protein;DB02998;Q15596;[];10592235;target;unknown;;CHEMBL166444
drug.Drug_Protein;DB02998;P08235;[];17105867;target;unknown;;CHEMBL166444
drug.Drug_Protein;DB02999;P42262;[];17139284|17016423|10592235;target;unknown;;CHEMBL279956
drug.Drug_Protein;DB02999;Q13002;[];17139284|17016423|10592235;target;unknown;;CHEMBL279956
drug.Drug_Protein;DB03003;Q03013;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03003;P08263;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03003;P09211;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03005;P22303;[];17139284|17016423|10592235;target;unknown;;CHEMBL117651
drug.Drug_Protein;DB03006;P61626;[];17139284|17016423|10592235;target;unknown;;CHEMBL351769
drug.Drug_Protein;DB03008;Q16706;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03009;P15090;[];17139284|17016423|10592235;carrier;unknown;;CHEMBL360376
drug.Drug_Protein;DB03010;Q13748;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P07437;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;Q9H4B7;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P68371;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P04350;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P68366;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;Q13509;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;Q9BQE3;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;Q9NY65;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P68363;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;Q71U36;[];17139284|17016423;target;unknown;;CHEMBL94657
drug.Drug_Protein;DB03010;P08684;[];11020135;enzyme;no;inhibitor;CHEMBL94657
drug.Drug_Protein;DB03012;P15085;[];10592235;target;unknown;;CHEMBL422668
drug.Drug_Protein;DB03013;P61626;[];17139284|17016423|10592235;target;unknown;;CHEMBL467754
drug.Drug_Protein;DB03013;P15291;[];17139284|17016423|10592235;target;unknown;;CHEMBL467754
drug.Drug_Protein;DB03015;P00813;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03016;P07477;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03017;P11766;[];17139284|17016423|10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P17900;[];17139284|17016423|10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P41235;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P14555;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P98155;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;Q9NZD2;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P02788;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P07360;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;Q9UNK4;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;Q9Y6Y9;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;O00206;[];10592235;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;Q07869;[];10403814;target;unknown;;CHEMBL108766
drug.Drug_Protein;DB03017;P02768;[];17139284|17016423|16184009|10592235;carrier;unknown;;CHEMBL108766
drug.Drug_Protein;DB03019;P24941;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB03020;P00326;[];17139284|17016423|10592235;target;unknown;;CHEMBL1231859
drug.Drug_Protein;DB03021;P68133;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03023;P06239;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03023;P07948;[];10592235;target;unknown;;None
drug.Drug_Protein;DB03023;P12931;[];10592235;target;unknown;;None
drug.Drug_Protein;DB03024;P00797;[];10592235;target;unknown;;None
drug.Drug_Protein;DB03026;P60174;[];17139284|17016423|10592235;target;unknown;;CHEMBL371668
drug.Drug_Protein;DB03028;P07339;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03032;Q03013;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03033;P45452;[];17139284|17016423;target;unknown;;CHEMBL1234479
drug.Drug_Protein;DB03033;P08254;[];17139284|17016423;target;unknown;;CHEMBL1234479
drug.Drug_Protein;DB03035;P68400;[];10592235;target;unknown;;CHEMBL574060
drug.Drug_Protein;DB03039;P00918;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03040;P02788;[];17139284|17016423|10592235;target;unknown;;CHEMBL1234848
drug.Drug_Protein;DB03041;O94766;[];17139284|17016423;target;unknown;;CHEMBL228057
drug.Drug_Protein;DB03041;Q14376;[];25526675;target;unknown;substrate;CHEMBL228057
drug.Drug_Protein;DB03042;P06744;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03044;Q16539;[];17139284|17016423;target;unknown;;CHEMBL103667
drug.Drug_Protein;DB03046;P00749;[];17139284|17016423|10592235;target;unknown;;CHEMBL321944
drug.Drug_Protein;DB03048;Q12882;[];17139284|17016423|10592235;target;unknown;;CHEMBL593503
drug.Drug_Protein;DB03052;P24557;[];17139284|17016423|10592235|11752352;target;unknown;inhibitor;CHEMBL267473
drug.Drug_Protein;DB03056;P23141;[];10592235;target;unknown;;CHEMBL174391
drug.Drug_Protein;DB03058;P00746;[];17139284|17016423;target;unknown;;CHEMBL1235999
drug.Drug_Protein;DB03059;Q16836;[];17139284|17016423;target;unknown;;None
drug.Drug_Protein;DB03059;P16219;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03059;P30084;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03060;P00374;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03061;P00326;[];17139284|17016423|10592235;target;unknown;;None
drug.Drug_Protein;DB03062;P30419;[];10592235;target;unknown;;CHEMBL355497
drug.Drug_Protein;DB03064;Q9UJM8;[];10592235;target;unknown;;None
drug.Drug_Protein;DB03065;P29474;[];10592235;target;unknown;;None
